"Timestamp","Sex","Age","Highest completed level of education","Do you have a significant other?","Which one do you prefer most?","How many sexual partners have you had in the past year ","Would you consider yourself sexually adventurous?","What type of snacks do you prefer?"
"2018/11/15 2:42:17 AM GMT+1","Female","23","Bachelor","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 2:42:48 AM GMT+1","Female","21","High school","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 2:42:49 AM GMT+1","Female","19","High school","No","Cuddling","2","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 2:43:23 AM GMT+1","Female","21","Bachelor","No","Cuddling","0 ","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 2:43:58 AM GMT+1","Male","27","Bachelor","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 2:44:18 AM GMT+1","Female","23","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 2:46:36 AM GMT+1","Male","36","PhD","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 2:47:07 AM GMT+1","Female","22","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 2:48:29 AM GMT+1","Prefer not to say","33","Bachelor","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 2:48:49 AM GMT+1","Female","43","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 2:49:28 AM GMT+1","Male","24","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 2:53:17 AM GMT+1","Male","27","Masters","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 2:53:40 AM GMT+1","Female","23","Bachelor","No","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 2:54:25 AM GMT+1","Female","35","High school","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 2:55:08 AM GMT+1","Male","22","Bachelor","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 2:55:13 AM GMT+1","Female","26","Bachelor","No","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 2:55:18 AM GMT+1","Female","30","High school","No","Cuddling","3","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 2:55:18 AM GMT+1","Male","31","PhD","Yes","Sex","2","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 2:57:25 AM GMT+1","Male","24","Masters","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 2:57:32 AM GMT+1","Male","23","Bachelor","No","Cuddling","10","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 2:57:39 AM GMT+1","Female","31","Bachelor","No","Sex","2","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 2:58:06 AM GMT+1","Male","30","Bachelor","Yes","Sex","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 2:58:22 AM GMT+1","Female","21","Bachelor","Yes","Cuddling","2","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 2:59:04 AM GMT+1","Female","32","PhD","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 2:59:19 AM GMT+1","Male","29","Masters","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:00:02 AM GMT+1","Female","29","Bachelor","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:01:31 AM GMT+1","Female","21","High school","No","Cuddling","2","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:01:48 AM GMT+1","Male","37","PhD","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:02:19 AM GMT+1","Female","24","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:02:42 AM GMT+1","Male","","Masters","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:03:31 AM GMT+1","Male","36","PhD","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:04:59 AM GMT+1","Female","21","High school","No","Cuddling","3","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:05:05 AM GMT+1","Female","21","High school","No","Sex","56","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:05:31 AM GMT+1","Male","21","High school","No","Cuddling","0","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:07:13 AM GMT+1","Female","17","High school","No","Sex","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:08:07 AM GMT+1","Female","30","Bachelor","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:08:13 AM GMT+1","Female","31","Masters","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:08:24 AM GMT+1","Female","54","Bachelor","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:09:22 AM GMT+1","Male","24","Bachelor","No","Sex","2","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:09:58 AM GMT+1","Male","21","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:10:33 AM GMT+1","Female","23","High school","Yes","Cuddling","5","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:12:10 AM GMT+1","Female","34","High school","Yes","Sex","4","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:12:31 AM GMT+1","Female","38","Bachelor","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:15:00 AM GMT+1","Female","29","High school","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:15:38 AM GMT+1","Female","25","High school","Yes","Cuddling","7","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:17:11 AM GMT+1","Male","21","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:17:24 AM GMT+1","Male","20","Bachelor","No","Sex","0","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:17:34 AM GMT+1","Male","28","Masters","Yes","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:18:20 AM GMT+1","Female","21","Masters","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:21:51 AM GMT+1","Male","21","High school","Yes","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:21:51 AM GMT+1","Male","25","Bachelor","No","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:23:13 AM GMT+1","Female","36","Masters","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:23:31 AM GMT+1","Male","40","High school","Yes","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:23:53 AM GMT+1","Male","19","High school","No","Cuddling","0","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:23:59 AM GMT+1","Female","31","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:24:38 AM GMT+1","Female","22","Bachelor","No","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:24:52 AM GMT+1","Female","37","High school","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:24:54 AM GMT+1","Female","18","Masters","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:26:25 AM GMT+1","Female","32","PhD","No","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:26:59 AM GMT+1","Male","23","High school","No","Sex","10","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:27:04 AM GMT+1","Female","19","High school","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:27:20 AM GMT+1","Male","23","Bachelor","No","Cuddling","0","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:27:32 AM GMT+1","Female","30","Masters","Yes","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:27:35 AM GMT+1","Male","21","High school","No","Sex","2","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:28:58 AM GMT+1","Female","19","High school","No","Sex","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:30:04 AM GMT+1","Female","23","Bachelor","No","Sex","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:30:29 AM GMT+1","Female","28","PhD","No","Cuddling","2","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:30:38 AM GMT+1","Female","18","High school","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:31:23 AM GMT+1","Attack Helicopter","25","Bachelor","Maybe","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:32:53 AM GMT+1","Male","22","Bachelor","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:33:50 AM GMT+1","Male","29","Bachelor","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:33:58 AM GMT+1","Female","33","Bachelor","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:34:00 AM GMT+1","Male","29","Bachelor","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:34:21 AM GMT+1","Female","25","Bachelor","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:34:38 AM GMT+1","Male","18","High school","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:34:45 AM GMT+1","Female","35","Bachelor","Yes","Sex","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:35:18 AM GMT+1","Male","27","Bachelor","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:35:26 AM GMT+1","Female","50","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:35:57 AM GMT+1","Male","27","High school","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:36:23 AM GMT+1","Male","19","High school","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:36:54 AM GMT+1","Female","27","Bachelor","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:37:51 AM GMT+1","Male","23","Bachelor","No","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:37:57 AM GMT+1","Male","24","High school","Maybe","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:39:14 AM GMT+1","Male","34","PhD","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:39:25 AM GMT+1","Male","22","Bachelor","No","Cuddling","2","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:39:32 AM GMT+1","Male","21","Bachelor","No","Sex","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:39:55 AM GMT+1","Female","23","Bachelor","No","Sex","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:40:08 AM GMT+1","Female","23","High school","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:40:22 AM GMT+1","Female","23","Masters","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:41:37 AM GMT+1","Female","22","High school","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:42:26 AM GMT+1","Female","32","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:43:23 AM GMT+1","Female","27","PhD","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:43:26 AM GMT+1","Female","17","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:44:23 AM GMT+1","Female","20","High school","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:44:32 AM GMT+1","Male","25","Bachelor","Yes","Sex","4","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:45:02 AM GMT+1","Female","30","Bachelor","Yes","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:45:30 AM GMT+1","Female","26","PhD","No","Sex","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:46:49 AM GMT+1","genderqueer","24","High school","Yes","Sex","3","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:47:24 AM GMT+1","Female","20","High school","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:47:47 AM GMT+1","Male","15","No education","Yes","Cuddling","0","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:48:44 AM GMT+1","Male","25","Bachelor","No","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:50:03 AM GMT+1","Female","20","High school","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:51:05 AM GMT+1","Female","31","Masters","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:51:38 AM GMT+1","Female","36","High school","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:51:56 AM GMT+1","Male","24","Bachelor","Yes","Cuddling","2","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:53:35 AM GMT+1","Female","32","Masters","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:53:46 AM GMT+1","Male","18","High school","No","Sex","0 ","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:54:04 AM GMT+1","Female","26","Bachelor","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:54:19 AM GMT+1","Male","25","Bachelor","Yes","Sex","8","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:54:26 AM GMT+1","Male","26","Bachelor","No","Sex","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:54:41 AM GMT+1","Male","26","Bachelor","No","Sex","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:54:42 AM GMT+1","Female","24","Masters","Yes","Sex","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:55:29 AM GMT+1","Male","28","Masters","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:55:53 AM GMT+1","Female","24","Bachelor","No","Sex","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:58:06 AM GMT+1","Female","20","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:58:34 AM GMT+1","Female","22","Bachelor","No","Sex","7","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:59:09 AM GMT+1","Female","21","High school","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:59:10 AM GMT+1","Male","20","High school","No","Sex","4","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:00:07 AM GMT+1","Male","20","High school","No","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:01:10 AM GMT+1","Male","22","Bachelor","Yes","Sex","3","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:01:12 AM GMT+1","Female","17","No education","No","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:01:36 AM GMT+1","Male","23","Bachelor","Maybe","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:03:58 AM GMT+1","Male","30","Masters","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:05:49 AM GMT+1","Female","33","High school","Yes","Cuddling","01","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:06:56 AM GMT+1","Female","16","High school","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:07:35 AM GMT+1","Male","24","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:07:44 AM GMT+1","Male","21","High school","No","Sex","0","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:07:47 AM GMT+1","Female","","High school","Yes","Cuddling","2","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:09:22 AM GMT+1","Female","23","High school","No","Sex","6","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:09:50 AM GMT+1","Female","26","Bachelor","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:11:24 AM GMT+1","Female","24","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:11:52 AM GMT+1","Female","21","High school","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:11:56 AM GMT+1","Male","23","Bachelor","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:12:13 AM GMT+1","Male","","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:14:05 AM GMT+1","Female","33","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:14:06 AM GMT+1","Male","27","High school","No","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:14:30 AM GMT+1","Female","24","Bachelor","No","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:14:34 AM GMT+1","Male","28","Bachelor","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:14:39 AM GMT+1","Male","28","Bachelor","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:15:01 AM GMT+1","Male","29","High school","No","Sex","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:15:23 AM GMT+1","Female","","High school","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:15:50 AM GMT+1","Male","37","Bachelor","No","Cuddling","5","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:15:54 AM GMT+1","Female","25","Bachelor","Yes","Cuddling","4","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:17:10 AM GMT+1","Female","32","PhD","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:18:17 AM GMT+1","Female","28","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:18:54 AM GMT+1","Male","39","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:19:32 AM GMT+1","Female","22","High school","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:19:39 AM GMT+1","Female","27","Bachelor","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:19:52 AM GMT+1","Female","29","Bachelor","No","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:19:58 AM GMT+1","Male","25","Bachelor","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:21:10 AM GMT+1","Male","30","Masters","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:21:31 AM GMT+1","Female","24","Bachelor","Maybe","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:21:56 AM GMT+1","Agender","23","High school","Yes","Sex","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:22:50 AM GMT+1","Male","19","High school","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:23:34 AM GMT+1","Female","21","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:23:53 AM GMT+1","Male","19","High school","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:24:51 AM GMT+1","Female","33","PhD","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:25:11 AM GMT+1","Male","19","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:26:03 AM GMT+1","Male","24","Bachelor","No","Sex","4","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:28:08 AM GMT+1","Male","24","Masters","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:28:38 AM GMT+1","Female","40","Masters","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:29:14 AM GMT+1","Male","25","Bachelor","No","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:30:14 AM GMT+1","Male","19","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:31:34 AM GMT+1","Female","33","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:32:56 AM GMT+1","Male","25","High school","Yes","Sex","2","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:32:58 AM GMT+1","Prefer not to say","16","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:33:33 AM GMT+1","Female","32","Masters","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:34:12 AM GMT+1","Female","24","Bachelor","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:35:51 AM GMT+1","Male","34","","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:37:12 AM GMT+1","Female","26","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:38:29 AM GMT+1","Female","29","Bachelor","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:38:32 AM GMT+1","Female","29","Bachelor","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:38:44 AM GMT+1","Female","25","Bachelor","Yes","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:39:58 AM GMT+1","Male","28","PhD","No","Sex","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:40:19 AM GMT+1","Male","28","Masters","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:40:54 AM GMT+1","Male","25","Bachelor","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:41:52 AM GMT+1","Female","17","High school","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:41:53 AM GMT+1","Male","32","Masters","Yes","Sex","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:42:21 AM GMT+1","","24","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:42:40 AM GMT+1","Male","21","High school","No","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
